NOMBRE,REFERENCIA,DIRECCION,PROVINCIA,CIUDAD,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO
"RAHN STAR, S.A.",MB044,"Mercedes, 9, Pol. Ind. Los Majuelos",Santa Cruz de Tenerife,San Cristóbal de la Laguna,"28,4571269","-16,301194",Servicio Mercedes-Benz,L-V 07h30-18h00 / S 08h00-13h00,922600200
"URETA MOTOR, S.A.",MB045,"Ctra. de Logroño, km 110,3",Burgos,Burgos,"42,3504851","-3,6615518",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h30-20h00 / S 09h00-14h00,947485854
"URETA MOTOR, S.A.",MB046,"Polígono Allende Duero, Avda. de Portugal, 59 - 61",Burgos,Aranda de Duero,"41,6678267","-3,7161188",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 09h00-19h00 / S 09h00-14h00,947517138
"VIP AGUINAGA, S.L.",MB047,"Parque Empresarial Boroa, Parcela 2A-3",Bizkaia,Amorebieta-etxano,"43,2336469","-2,7563987",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 07h30-19h30 ,946301747
"TALLERES LA BARONIA, S.L.",MB048,Ctra. de Valencia s/n,Valencia_València,Ontinyent,"38,8536492","-0,5883047",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 07h00-20h00 / S 07h00-14h00,962389046
"TALLERES LA BARONIA, S.L.",MB049,Pol. Ind. Toll L'Aberca. Calle L Nº9,Valencia_València,Torrent,"39,4220648","-0,5072004",Servicio Mercedes-Benz,L-V 08h00-18h30 ,962389046
"GARATGE PLANA, S.A.",MB050,"Carrer Ponent, 22 - Pol. Ind. Pont del Príncep",Girona,Vilamalla,"42,2315154","2,9600128",Servicio Mercedes-Benz - Servicio 24h L-V,Servicio 24h L-S,972525222
"GARATGE PLANA, S.A.",MB051,Ctra. Nacional II Km 711,Girona,Fornells de la Selva,"41,9392059","2,7968941",Servicio Mercedes-Benz - Servicio 24h L-V,Servicio 24h L-S,972476969
"POLAINA SERVICIOS INTEGRALES, S.L.",MB052,"Avda. de Madrid, 107 , esquina CL Pico Almanzor",Madrid,Arganda del Rey,"40,3101388","-3,484024",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-20h00 / S 08h00-13h00,910133078
"SEGOVIA TRUCKWORLD, S.L.",MB053,"Avenida de Hontoria, parcela 90",Segovia,Segovia,"40,907192","-4,1161867",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h30-18h50,921041055
"YUNCLER MOTOR, S.L.",MB054,"Autovía de Madrid - Toledo, km 44,6",Toledo,Toledo,"40,0691332","-3,8970229",Servicio Mercedes-Benz,L-V 08h30-18h50,925557939
"ANTONIO Y PEDRO MENDOZA, S.L.",MB055,"Ctra. Cartagena-Alhama, km.21,2",Murcia,Fuente Álamo de Murcia,"37,7270244","-1,1889678",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h30-20h00 / S 08h30-14h00,968597760
"AUTO ELECTRICIDAD ONDO, S.A.",MB056,Ctra. Nacional 240 Salida Nº7 Gamarra Menor,Araba_Álava,Vitoria-gasteiz,"42,8600548","-2,7140111",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-19h30 / S 09h00-13h30,945128600
AUTO REPARACIONES DEBA S.L.,MB057,"Barrio Itxaspe, 34 ",Gipuzkoa,Deba,"43,284008","-2,3296328",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-20h00,943199382
"AUTO-TALLERES ORIHUELA, S.L.",MB058,"Ctra. Murcia-Alicante, km. 28",Alicante_Alacant,Orihuela,"38,0906493","-0,968365",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h30-19h30 / S 08h30-13h00,966744466
"CAETANO BENET, S.L.U.",MB059,"C/ Castelao, esq. C/ Ciro Alegría. P.I. Guadalhorce",Málaga,Málaga,"36,7677096","-4,7648186",Servicio Mercedes-Benz - Servicio 24h L-S,L-S 08h30-13h30,952247096
ELECTROMECÁNICA VILLARROBLEDO S.L.,MB060,Pol. Ind. Sapres. C/ Issac Newton parcelas 18 y 19. Apdo. de correos 224,Albacete,Villarrobledo,"39,2727737","-2,6035349",Servicio Mercedes-Benz,L-V 08h30-19h30 / S 08h30-14h00,967138077
"GOLVANO VEHÍCULOS INDUSTRIALES, S.L.",MB061,"Pol. Ind. La Paz, C/C, parcela 69",Teruel,Teruel,"40,3583837","-1,1472241",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-15h00,978603123
"INDESE VEHÍCULOS INDUSTRIALES, S.L.",MB062,"Ctra. de Málaga s/n, A-92, km 226",Granada,Santa Fe,"37,1918836","-3,7635519",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h30-20h00 / S 08h00-13h00,958401545
"J.J. TRUCK CENTER, S.L.",MB063,"C/ Bronce, 30 Nave 6",Madrid,Loeches,"40,401188","-3,4113275",Servicio Mercedes-Benz,L-V 08h30-18h30,918851531
"LLIRIABEN, S.L.",MB064,"Ctra. Valencia - Ademuz, km 26,2",Valencia_València,Llíria,"39,6336728","-0,6137302",Servicio Mercedes-Benz,L-V 08h00-20h00 / S 08h00-14h00,962798344
"REVEINCAR, S.L.L.",MB065,"Pol. La Barca de Cartaya, naves 11-12-13",Huelva,Cartaya,"37,2856507","-7,1722553",Servicio Mercedes-Benz,L-V 09h00-19h00,959393764
"SANCISA, S.L.",MB066,"Ctra. Nacional 623 Km 128,5",Cantabria,Puente Viesgo,"43,3300095","-3,9716962",Servicio Mercedes-Benz,L-V 08h00-21h00 / S 08h00-13h00,942598411
"STERN MOTOR, S.L.",MB067,"Carretera N-152a, KM 71,200",Barcelona,Gurb,"41,9571392","2,2476431",Servicio Mercedes-Benz - Servicio 24h L-S,L-V 08h00-15h00 / S 09h00-13h00,637520916
"TALLER S. VILALTA, S.L.",MB068,Ctra. de Barcelona s/n,Lleida,Ponts,"41,9065343","1,1922151",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-19h30,973460355
"TALLERES GARTE, S.L.",MB069,"Pol. Ind. Cantabria I - Avda. de Mendavía, 14 - Nave 50",La Rioja,Logroño,"42,4718274","-2,4198273",Servicio Mercedes-Benz,L-V 08h00-19h00 / S 08h00-13h00,941223936
"TALLERES LEONARDO SANZ, S.A.",MB070,"Pol. Ind. Can Portella, 43",Girona,Argelaguer,"42,2073385","2,6526506",Servicio Mercedes-Benz,L-V 08h00-19h00,972688058
"TALLERES LODOSA, S.L.",MB071,"Avda. de Navarra, 151",Navarra,Lodosa,"42,4255156","-2,0865409",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-19h00 / S 08h00-12h00,948693176
"TALLERES LUIS VIDAL, S.L.",MB072,"Ctra. Zaragoza, Pol. Tambarría, Camino de la Balsa, 2",La Rioja,Alfaro,"42,1609002","-1,7307396",Servicio Mercedes-Benz - Servicio 24h L-V,L-V 08h00-18h00,941180161
"A6 IBERAUTO, S.L.",NI001,"CALLE DE LA CEREZA, 8",Madrid,Majadahonda,"40,4555143","-3,8727699",Servicio NISSAN - Servicios de urgencia vehículos industriales,-,+34 916394909
"ACENA MOTOR, S.L.",NI002,"POL. IND. P-29, C/FORMON, 19",Madrid,Collado Villalba,"40,6281465","-4,0197188",Servicio NISSAN,8:30–14:00 / 15:30–19:00,+34 918502233
"ANDALMOTOR AUTOMOCIÓN, S.L.",NI003,"CTRA. VERA - GARRUCHA , KM. 1,2",Almería,Vera,"37,2331348","-1,8495444",Servicio NISSAN,8:00–18:00 ,+34 950651994
"ANDALMOTOR AUTOMOCIÓN, S.L.",NI004,"C.N. 340 A, KM.447",Almería,Huércal de Almería,"36,8831675","-2,4472144",Servicio NISSAN, 8:00–17:00 ,+34 950 302566
"ANDALMOTOR AUTOMOCIÓN, S.L.",NI005,"C/ DISEMINADO EL TREINTA, 114",Almería,El Ejido,"36,7769938","-2,7918885",Servicio NISSAN,9:00–14:00 / 16:30–21:00 ,950659913
"ARAGONESA DE VEHICULOS, S.A. (ARVESA)",NI006,"CARRETERA DE MADRID, KM 316",Zaragoza,Zaragoza,"41,645602","-0,929578",Servicio NISSAN - Servicios de urgencia vehículos industriales," 8:00–13:30, 16:00–20:00 ",+34 976318443
"ARIMOTOR TENERIFE, S.L.",NI007,"C/ FERNANDO DIAZ CUTILLAS, ESQUINA TIJARAFE",Santa Cruz de Tenerife,San Cristóbal de la Laguna,"28,4602968","-16,3011925",Servicio NISSAN - Servicios de urgencia vehículos industriales,10:00–13:00 / 16:00–20:00 ,+34 922595115
"AUTOMOTOR Y VENTAS, S.L.",NI008,"VALENTIN BEATO, 3",Madrid,Madrid,"40,440333","-3,6285282",Servicio NISSAN - Servicios de urgencia vehículos industriales,8:00–14:00 / 15:30–19:00,+34 913049503
"AUTOMÓVILES ANTAMOTOR, S.L.",NI009,"AVDA.DAS MARIÑAS,272",A Coruña,Oleiros,"43,3274474","-8,3664445",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS," 9:00–13:30, 16:00–20:00 ",98 163 43 43
"AUTOS NIGORRA, S.L.U.",NI010,"GRAN VIA ASIMA, 4 (POL. SON CASTELLO)",Illes Balears,Palma ,"39,6023094","2,6710616",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:00–20:00 ,+34 971432300
"AUTOS NIGORRA, S.L.U.",NI011,"AV. SANT JOAN DE LABRITJA, S/N",Illes Balears,Eivissa,"38,9210679","1,4378971",Servicio NISSAN - Servicios de urgencia vehículos industriales,-,+34 871 59 15 75
"CAEIRO REY, S.L.",NI012,"VÍA ISAAC PERAL, 18 POL.DEL TAMBRE",A Coruña,Santiago de Compostela,"42,9111372","-8,5110119",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,9:05–20:00 ,619 782 334
"CAETANO REICOMSA, S.L.U.",NI013,"ARAGONESES, 18",Madrid,Alcobendas,"40,5202631","-3,665957",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,8:00–14:00 / 16:30–20:00 ,915 358 129
"CAMPS MOTOR, S.A.",NI014,"CTRA. NACIONAL II, KM. 711",Girona,Fornells de la Selva,"41,9343901","2,7944692",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,"9:00–13:00, 15:00–20:00 ",972476103
"COMERCIO Y ASISTENCIA, S.A. (CYASA)",NI015,"CTRA. LEÓN - ASTORGA, km. 4,5 P.I TROBAJO",León,San Andrés del Rabanedo,"42,5879808","-5,6238091",Servicio NISSAN - Servicios de urgencia vehículos industriales,,+34 985 28 55 00
"COMERCIO Y ASISTENCIA, S.A. (CYASA)",NI016,"CERDEÑO, 41",Asturias,Oviedo,"43,3724843","-5,8162063",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:00–13:30 / 15:30–20:00,+34 985 28 55 00
"DISTRIBUCIÓN Y VENTAS, S.L. (DIVENSA)",NI017,"CTRA. MADRID-LISBOA,KM. 398",Badajoz,Badajoz,"38,8770504","-6,9498287",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,-,669 873 148
"FERGIL AUTO, S.L.U.",NI018,"CTRA.DE A CORUÑA,143",Lugo,Lugo,"43,0410396","-7,5821082",Servicio NISSAN,9:00–13:30 / 15:30–20:00 ,+34 982263088
"GAMBOA AUTOMOCIÓN, S.A.",NI019,"AVDA. CARLOS SAINZ, 15-17",Madrid,Leganés,"40,3181453","-3,7640487",Servicio NISSAN - Servicios de urgencia vehículos industriales,10:00–14:00 / 16:30–20:30 ,+34 916895650
"GAMBOA AUTOMOCIÓN, S.A.",NI020,"AVDA. SAN MARTÍN DE VALDEIGLESIAS, 5",Madrid,Alcorcón,"40,3562113","-3,8263028",Servicio NISSAN - Servicios de urgencia vehículos industriales,10:00–14:00 / 16:30–20:30,+34 916211448
"GAMBOA AUTOMOCIÓN, S.A.",NI021,"CALLE DE LA FUNDICION, 7-9",Madrid,Rivas-vaciamadrid,"40,3545185","-3,5450792",Servicio NISSAN - Servicios de urgencia vehículos industriales,8:30–14:00 / 16:30–20:30 ,+34 915127230
"GAMBOA AUTOMOCIÓN, S.A.",NI022,"REGORDOÑO, 8 (P.I. REGORDOÑO)",Madrid,Móstoles,"40,3165076","-3,8461686",Servicio NISSAN - Servicios de urgencia vehículos industriales,10:00–14:00 / 16:30–20:30,+34 914968848
"GAURSA ARABAUTO, S.L.U.",NI023,"PORTAL DE GAMARRA , 46 A-B",Araba_Álava,Vitoria-gasteiz,"42,8674014","-2,6618001",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:30–13:30 / 15:30–20:00 ,+34 945262501
"GAURSA ARABAUTO, S.L.U.",NI024,"POL .IND. MAKARRAZTEGI, 4",Gipuzkoa,Oiartzun,"43,3180282","-1,874057",Servicio NISSAN - Servicios de urgencia vehículos industriales,-,+34943639671
"GAURSA ARABAUTO, S.L.U. (BIZKAIA)",NI025,"CTRA. BILBAO - SANTANDER, KM. 120",Bizkaia,Barakaldo,"43,2882576","-3,0107464",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:30–13:30 / 15:30–20:00 ,+34 94 4920702
"GUADALMOCIÓN, S.L.",NI026,"C/ MÉJICO, 49",Guadalajara,Guadalajara,"40,6267631","-3,1954731",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,-,607 200 976
"HERMANOS GELIDA, S.A.",NI027,"AV. SANT JAUME, S/N.",Tarragona,Amposta,"40,7068959","0,5897688",Servicio NISSAN - Servicios de urgencia vehículos industriales,8:30–13:00 / 15:00–20:00,+34 977701325
"M GALLEGO AUTOMOCION, S.L.",NI028,"CTRA. DE TENTEGORRA, KM.1",Murcia,Cartagena,"37,6145715","-1,0093432",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:30–14:00 / 16:30–20:30,+34 968 149870
"MONTALT NIPON, S.L.U. (MONTAUTO)",NI029,"AVDA. PISTA DE SILLA, 46",Valencia_València,Massanassa,"39,404653","-0,3866483",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,-,672 60 07 89
"MOTOR SPORT AUTOMOCIÓ, S.L.",NI030,"C/ OSONA, 14-16",Barcelona,Castellar del Vallès,"41,6012553","2,0898395",Servicio NISSAN - Servicios de urgencia vehículos industriales,-,+34 937205050
"NIKKO CENTER MOTORS, S.L.",NI031,"RONDA EUROPA, 70",Barcelona,Vilanova I la Geltrú,"41,2334001","1,7332239",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:30–14:00 /16:30–20:30,+34 93 8930804
"NIKKO CENTER MOTORS, S.L.",NI032,"AV. TARRAGONA, 137",Barcelona,Vilafranca del Penedès,"41,3362022","1,6849966",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:00–13:00 / 16:00–20:00 ,+34 93 8172255
"RAFAEL ALMENAR, S.A.",NI033,"AVDA. TRES CRUCES, 36 (AVD. DEL AUTOMOVIL)",Valencia_València,València,"39,4622781","-0,407773",Servicio NISSAN - Servicios de urgencia vehículos industriales,-,+34 963704866
"RIMAUTO TERUEL CAR, S.L.U.",NI034,"POLIGONO DE LOS HOSTALES, 2-18",Teruel,Teruel,"40,3570445","-1,1372982",Servicio NISSAN - Servicios de urgencia vehículos industriales,10:00–14:00 / 16:00–20:00 ,978623045
"ROFERVIGO, S.L.",NI035,"CTRA. DE MADRID, 210",Pontevedra,Vigo,"42,2142201","-8,6756824",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,9:00–13:30 / 15:30–20:00 ,986 260 126
"ROFERVIGO, S.L.",NI036,"CALLE A, 30 POL. COMERCIAL BARREIROS",Ourense,San Cibrao Das Viñas,"42,2820174","-7,8583411",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,9:00–13:30 / 15:30–20:00,986 260 126
"ROMAUTO GRUP CONCESSIONARIS, S.L.",NI037,"CARRER DEL PLA, 21",Barcelona,Molins de Rei,"41,3999691","2,0232004",Servicio NISSAN - Servicios de urgencia vehículos industriales,"8:00–13:00, 15:00–18:00 ",+34 936682838
S.A. DE TRACCION (S.A.T.R.A.),NI038,"AVENIDA DE VALENCIA, 223",Castellón_Castelló,Castelló de la Plana,"39,9640426","-0,0662505",Servicio NISSAN - Servicios de urgencia vehículos industriales,"8:00–13:30, 16:00–20:00 ",+34 964210866
"SANFELIU MOTORS, S.L.",NI039,"SANT JOAN D'EN COLL, 52",Barcelona,Manresa,"41,7312609","1,8346177",Servicio NISSAN - Servicios de urgencia vehículos industriales,"9:00–13:00, 15:30–20:00 ",+34 938784860
"SERVIAUTO MAR MENOR, S.L.",NI040,"CTRA NACIONAL 332, KM 29,8 (TORRE SAAVEDRA)",Murcia,San Javier,"37,7848912","-0,841782",Servicio NISSAN - Servicios de urgencia vehículos industriales,-,+34 968571214
"TALAUTO CARS, S.L.",NI041,"CTRA. ANTIGUA N-V, KM 107",Toledo,Cazalegas,"39,9808083","-4,7296247",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:00–13:30 / 15:30–20:30 ,925869150
"TALLERES SANTIAGO IGLESIAS, S.L.",NI042,"AVDA.PONTEVEDRA, 65",Pontevedra,Vilagarcía de Arousa,"42,5881123","-8,7475189",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,9:00–13:30 / 15:30–20:30 ,98 650 10 41
"UNSAIN MOTOR, S.L.U.",NI043,"CARRETERA DE ZARAGOZA, KM.98",Navarra,Fontellas,"42,0265934","-1,5837223",Servicio NISSAN - Servicios de urgencia vehículos industriales,9:30–20:00 ,+34 948825100
"VANAUTO AUTOMOCION, S.L.",NI044,"CTRA. DE SU EMINENCIA, 1A",Sevilla,Sevilla,"37,3625251","-5,960743",Servicio NISSAN - Servicios de urgencia vehículos industriales - TELF. URGENCIAS,9:00–20:30 ,670 039 682
AGON TRUCK CENTER ZARAGOZA SL,RE001,"C/ Santo Domingo, parc. 2",Zaragoza,La Muela,"41,6152819","-1,06344223",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,976144678
ALBAMUR GOMARIZ SL,RE002,"Ctra. de Requena, Km 1",Albacete,Albacete,"39,01748321","-1,858084202",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,967242670
ARANSAUTO SL,RE003,Ctra. de Valencia s/n,Valencia_València,Onteniente,"38,85748672","-0,5829932094",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,962385571
ATR TRUCKS VIC S L,RE004,"C/ Esquirol, nº 2",Barcelona,Vic,"41,95294768","2,276616096",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,938893513
AUPASA CAMIONES SA,RE005,"Ctra. N-611 Km. 3,200",Palencia,Villamuriel de Cerrato,"41,95756734","-4,506926537",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,979776600
AUPASA CAMIONES SA,RE006,"C/ Vitoria, 335",Burgos,Burgos,"42,36430334","-3,623696566",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,947482176
AUTOMOCION SUALDEA SL,RE007,"Avda. Luis Mateos, 46, Nave 3",Burgos,Aranda de Duero,"41,66573094","-3,712713718",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,947515959
AUTOS BUENOS AIRES GALICIA SL,RE008,"Avda. Pontevedra, 58 - 60",Pontevedra,Rubianes - Vilagarcía de Arousa,"42,5886355","-8,747005463",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,986501502
AUTOS BUENOS AIRES GALICIA SL,RE009,Calle Redondela N-555 Km.6,Pontevedra,Redondela,"42,238617","-8,627844",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,986501502
AZUDAUTOS SL,RE010,"C/ Cipres, nº 1",Las Palmas,Agüimes,"27,86180483","-15,42630672",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,928793820
CAMIONES DEL PISUERGA SA,RE011,"Ctra. A-62, km 117,700",Valladolid,Fuensaldaña,"41,708272","-4,707279",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,983456500
CAMIONSA SL,RE012,"Ctra. Valladolid, nº 59",Salamanca,Villares de la Reina,"40,9919897","-5,641286373",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,923225700
COMEQUIN,RE013,Ctr. de Villacañas s/n,Toledo,Quintanar de la Orden,"39,59281677","-3,064831495",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,925180483
CORTIJO SANCHEZ SL,RE014,"Ctra. Murcia - Alicante, Km. 28,400",Alicante_Alacant,Orihuela,"38,12529851","-0,9323787689",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,966736854
CST NAVARRA ASISTENCIA V.I. SLL,RE015,"Ctra. de Zaragoza, Km. 9,5",Navarra,Beriáin,"42,73235586","-1,633390188",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,948318313
ELGUEA ARABA SL,RE016,C/Araneta 1,Araba_Álava,Vitoria,"42,8449847","-2,74501",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,945159020
EXTREMEÑA DE CAMIONES SA,RE017,"c/ Zaragoza, nº 11",Badajoz,Mérida,"38,92785263","-6,380473137",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,924 / 37.17.18
EXTREMEÑA DE CAMIONES SA,RE018,"Pol. Ind. Las Arenas, parc. G-7",Cáceres,Malpartida de Cáceres,"39,44981423","-6,485774517",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,927275943
EXTREMEÑA DE CAMIONES SA,RE019,"Ctra. N-V. Madrid-Badajoz, Km. 397",Badajoz,Badajoz,"38,88172954","-6,936664581",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,924260162
FERNANDO AGON SL,RE020,"Ctra. N-240, Km. 131",Huesca,Binéfar,"41,83874627","0,3015232086",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,974 428358
FERNANDO AGON SL,RE021,"Pol. Ind. Sepes, Parc. 58",Huesca,Huesca,"42,14545988","-0,3891456127",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,974230266
FERNANDO AGON SL,RE022,C/Granit-esquina C/Coure,Tarragona,Tarragona,"41,1382469","1,2180912",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,977553225
FRANCISCO SANCHEZ OTON (FRAMOVI),RE023,"Ctr. Cartagena-Alhama de Murcia, Km 11",Murcia,La Aljorra ,"37,70680125","-1,082850695",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,968551019
Gama Almeria Taller Autorizado S.L.,RE024,Pol.Com. Los Naranjos. N-340 Km.449,Almería,Huércal de Almería,"36,898425","-2,444708",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,950 95 03 14
GARAJE RUFINO SL,RE025,"Avda. Federico Silva, 157",Zamora,Benavente,"41,99880627","-5,662255883",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,980630993
GIRONA VI SL,RE026,Ctra. Bescanó 5-7,Girona,Salt,"41,9698395","2,7746348",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,972230411
GONSOLI LORCA SA,RE027,"Carretera N-340, Km. 588",Murcia,Lorca,"37,63652871","-1,732234955",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,968462911
GUADARRAMA CAMIONES SL,RE028,"Ctra. M-527 Km. 2,800",Madrid,Guadarrama,"40,65072241","-4,075670242",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,918540050
GUADARRAMA CAMIONES SL,RE029,"C/ Gremios del Cuero, 24",Segovia,Hontoria,"40,90855854","-4,115688801",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,921441660
"HIDRAMAQ DEZA, S.L.",RE030,"Parque empr.Lalín 2000, parc.15-3",Pontevedra,Lalín,"42,67895713","-8,154725432",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,986794232
IBIRAMA SL,RE031,"Ctra. San Antonio, Km.,1,500",Illes Balears,Ibiza,"38,91984941","1,421431303",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,971317868
J MERCADAL SL,RE032,"Avda. Camp Verd, 44",Illes Balears,Alayor,"39,93328536","4,151018858",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,971371322
MOTOR TARREGA TRUCKS 360 SLU,RE033,"Ctra. N-II, km. 511",Lleida,Tàrrega,"41,65309031","1,149841547",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,973312400
MOTOR TARREGA TRUCKS 360 SLU,RE034,Avda. Industria s/n. Parc 501 bis,Lleida,Lleida,"41,62495062","0,6592816114",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,973184030
MOTOR TARREGA TRUCKS 360 SLU,RE035,C/ La Pireta nº 16,Girona,El Far D´empordá,"42,232214","2,989529",Servicio Renault,L-V: 09H-19H ; S: 09H-13H, 972 524 532
MOTOR TARREGA TRUCKS 360 SLU,RE036,"Ctra. N-260 , km 230",Lleida,Seo de Urgell,"42,35093258","1,436634064",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,973352422
MOTOR TARREGA TRUCKS 360 SLU,RE037,"C/11 de setembre, nº 10",Barcelona,Sallent,"41,78172101","1,892373562",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,607355428
MOTORISA SA,RE038,"C/ 16 de Julio, nº 51",Illes Balears,Palma de Mallorca,"39,60332489","2,662296295",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,971902902
OLGAN SA,RE039,C/Ponent 2,Valencia_València,Palma de Gandia,"38,90874863","-0,1087773219",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,962839410
PEDRO GUTIERREZ LIEBANA SA,RE040,"Avda. de la Santa Cruz, 47",Cantabria,Santa Cruz de Bezana,"43,43579102","-3,908951759",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,942585600
QUINTE VEHICULOS INDUSTRIALES SL SL,RE041,"Balmao Betote, s/n",Lugo,Sarria,"42,80708257","-7,416994572",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,982534125
R1 GAMA CAMIONES 2010 S.L.,RE042,Autovia A-92 km 14 -salida 225,Granada,Chauchina,"37,19293756","-3,801956177",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,958446688
R1 GAMA CAMIONES 2010 S.L.,RE043,"c/ Buenos Aires, s/n",Murcia,Molina de Segura,"38,08439539","-1,234610081",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,968687513
R1 GAMA CAMIONES 2010 S.L.,RE044,"C/ Del Franco 3, P.I. Las Atalayas",Alicante_Alacant,Alicante,"38,343078","-0,565116",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,965103540
REGUITRUK SL,RE045,C/ Arkotz nº 4 Pol. Ind. Lambarren ,Gipuzkoa,Oiartzun,"43,31612","-1,867989",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,943568900
RENAULT TRUCKS CENTER SAU,RE046,Calle E - Esq.  C/ 4,Barcelona,Barcelona,"41,33170908","2,127742767",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,932634351
RENAULT TRUCKS CENTER SAU,RE047,Calle Estrategia 2,Madrid,Getafe,"40,32033157","-3,691698551",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,913470916
RENAULT TRUCKS CENTER SAU,RE048,"C/ Isaac Newton, 9",Madrid,Alcalá de Henares,"40,49528113","-3,387436867",Servicio Renault,L-V: 09H-19H ; S: 09H-13H,918796520
